sentence_lemma	target_index	cluster	lemma	sentence_token	identifier
man verweisen auch auf d Konkurrenz d groß und zentral gelegen Kiel $ die vor d Notwendigkeit Iteht $ seine mächtig Kriegsindustrie in eine weitgreifend Friedensproduktion umwandeln $	24	0	weitgreifend	Man verweist auch auf die Konkurrenz des großen und zentral gelegenen Kiel , das vor der Notwendigkeit iteht , seine mächtige Kriegsindustrie in eine weitgreifende Friedensproduktion umzuwandeln .	26120215_1947_06_29_01_009.tcf.xml-50-24
d Ostermarsch müssen Wif eine $ weitgreifend Kampagne für Abrüstung während d ganz Jahr folgen lassen $	6	0	weitgreifend	Dem Ostermarsch müssen wif eine " weitgreifende Kampagne für Abrüstung während des ganzen Jahres folgen lassen .	2532889X_1963-04-17_01_098.tcf.xml-41-6
eine weitgreifend Zusammenstellung alle Ausspruch von Marx und Engels über d Geschichte d Kunst und Literatur geben d viert Teil $ aufgliedern in Einzelabschnitt $ welche d Entwicklung von d Antike über Mittelalter und Renaissance $ über Aufklärung und Romantik bis zum klassisch Realismus am Ende d 18. und am Beginn d 19. Jahrhundert nachgehen $	1	0	weitgreifend	Eine weitgreifende Zusammenstellung aller Aussprüche von Marx und Engels über die Geschichte der Kunst und Literatur gibt der vierte Teil , aufgegliedert in Einzelabschnitte , welche der Entwicklung von der Antike über Mittelalter und Renaissance , über Aufklärung und Romantik bis zum klassischen Realismus am Ende des 18. und am Beginn des 19. Jahrhunderts nachgehen .	2532889X_1949-01-09_01_050.tcf.xml-18-1
diese Beispiel zeigen $ wie vielschichtig und weitgreifend d Problem sein $ mit die sich eine sinnvoll Schutz Unserpr natürlich Umwelt zu befassen haben $	7	0	weitgreifend	Diese Beispiele zeigen , wie vielschichtig und weitgreifend die Probleme sind , mit denen sich ein sinnvoller Schutz unserpr natürlichen Umwelt zu befassen hat .	26120215_1976_07_17_01_395.tcf.xml-42-7
$ wir alle sein bekannt aus unsere täglich Fühlungnahme mit d verschieden Schichte unsere Volk $ daß innerhalb d städtisch Mittelstand eine sehr ernst zu nehmend und weitgreifend Prozeß d Auseinandersetzung zwischen Fortschritt und Rückschritt im Gang sein d Frage stehen für wir $	27	0	weitgreifend	„ Uns allen ist bekannt aus unserer täglichen Fühlungnahme mit den verschiedensten Schichten unseres Volkes , daß innerhalb des städtischen Mittelstandes ein sehr ernst zu nehmender und weitgreifender Prozeß der Auseinandersetzung zwischen Fortschritt und Rückschritt im Gange ist Die Frage steht für uns :	26120215_1958_02_20_01_174.tcf.xml-7-27
Klaus-Peter Schwarz haben im Verlag neu Leben eine Textsammelung vorlegen $ die sich thematisch weitgreifend mit brennend Frage d Gegenwart auseinandersetzen und als Experiment $ als Vorschlag $ als eine Form d Verständigung darüber verstehen $	14	0	weitgreifend	Klaus-Peter Schwarz hat im Verlag Neues Leben eine Textsammlung vorgelegt , die sich thematisch weitgreifend mit brennenden Fragen der Gegenwart auseinandersetzt und als Experiment , als Vorschlag , als eine Form der Verständigung darüber versteht .	26120215_1989_12_02_01_125.tcf.xml-3-14
nach d weitgreifend politisch Krise im vergangen Sommer haben sich d Position d Regierung Stephanopoulus keineswegs verbessern $	2	0	weitgreifend	Nach der weitgreifenden politischen Krise im vergangenen Sommer hat sich die Position der Regierung Stephanopoulus keineswegs verbessert .	26120215_1966_03_05_01_071.tcf.xml-3-2
in d weitgreifend Vorschlag d Deklaration d Moskauer Tagung werden konkret d Weg weisen $ wie d Erreichte zu sichern sein $ neu Resultat im Kampf um Sicherheit und Frieden erzielen werden können und d Gefahr eine nuklear Weltkrieg von d Menschheit abwenden sein $	2	0	weitgreifend	In den weitgreifenden Vorschlägen der Deklaration der Moskauer Tagung wird konkret der Weg gewiesen , wie das Erreichte zu sichern ist , neue Resultate im Kampf um Sicherheit und Frieden erzielt werden können und die Gefahren eines nuklearen Weltkrieges von der Menschheit abzuwenden sind .	2532889X_1978-12-14_01_133.tcf.xml-24-2
in eine so absolut Sinn und bei so weitgreifend Blick müssen $ man in d Tat eine kapitalistisch Politik d Fähigkeit zum Realismus absprechen $	8	0	weitgreifend	In einem so absoluten Sinne und bei so weitgreifendem Blick müßte . man In der Tat einer kapitalistischen Politik die Fähigkeit zum Realismus absprechen .	2532889X_1971-12-18_01_219.tcf.xml-35-8
es werden weitgreifend Ziel stellen $ aber zugleich Initiative zu klein und klein Schritt ergreifen $ um jede real Möglichkeit zu erproben $	2	0	weitgreifend	Es wurden weitgreifende Ziele gestellt , aber zugleich Initiativen zu kleinen und kleinsten Schritten ergriffen , um jede reale Möglichkeit zu erproben .	2532889X_1979-01-27_01_161.tcf.xml-88-2
