sentence_lemma	sentence_token	index_lemma	index_token	lemma
en gift $ som intränga i kropp $ kunna $ $ ofta oskadliggöra antingen genom matsmältningsorganerna eller ock genom kemisk process $ som försiggå inom kropp väfnad $ eller afsöndra genom viss organ $ $ $ njure $	Ett gift , som inträngt i kroppen , kan t. ex. ofta oskadliggöras antingen genom matsmältningsorganerna eller ock genom kemiska processer , som försiggå inom kroppens väfnader , eller afsöndras genom vissa organer , t. ex. njurarna . 	19	19	kemisk
af undersökning skola vara till förfång för de $ som använda en kemisk sta tionerna $ ty station understödja icke blott af stat $ utan äfven af hushållningssällskap och den lindring i analys $ som en sällskap medlem nu ha vid en viss station skola då gå förlora $	af undersökningarna skulle vara till förfång för dem , som använde de kemiska sta tionerna , ty stationerna understöddes icke blott af staten , utan äfven af hushållningssällskapen och den lindring i analysafgifter , som ett sällskaps medlemmar nu hade vid en viss station skulle då gå förlorad . 	12	12	kemisk
sjukdom $ lungblödning $ atled härstädes vid $ i $ afton assistent vid kemisk station härstädes $ filosofie kandidat sam $	sjukdom ( lungblödning ) atled härstädes vid VaO-tiden i går afton assistenten vid kemiska stationen härstädes , filosofie kandidaten Sam . 	13	13	kemisk
gifva $ att den last solroskakor per ångare $ carla $ $ kilo $ som i denna dag lossa hos jag $ enligt härvarande kemisk station analys $ hålla $ protein 38 $ o fett $	gifva , att den last solroskakor per ångaren » Carla » 187,000 kilo , som i dessa dagar lossats hos mig , enligt härvarande kemiska stations analys , håller : Protein 38 , o Fett . 	24	24	kemisk
kemisk undersökning $ som komma att anställa å en insamla profva $ skola af $ reqvirent ersätta efter taxa $	Kemiska undersökningar , som komma att anställas å de insamlade profven , skola af resp. reqvirenter ersättas efter taxa . 	0	0	kemisk
af bolag $ gyttja vara $ som bekant $ företa analys $ hvarom professor carl th $ mörner i u psala säga $ efter angifvande af en noggrann beskrifning örn gyttja sammansättnin $ med stöd af denna faktum $ generel kemisk sammansättning $ halt af $ $ gt $ velväte och löslig klorid samt rike $	af bolaget upptagna gyttjan är , som bekant , företagen analys , hvarom professor Carl Th . Mörner i U psala säger , efter angifvande af en noggrann beskrifning örn gyttjans sammansättnin » Med Stöd af dessa fakta ( generel kemisk sammansättning , halt af svaf- & gt ; velväte och lösliga klorider samt rike ! 	40	40	kemisk
motta till kemisk tvättning och rengöring efter fru anderséns berömd method handske $ herr $ dam och barnkläder $ all slag hatt och mössa $ herrhalsduk $ broderi $ pelsverk $ brysselmatta $ plym $ spets $ hand $ sorgereps m $ m $ till en billig pris $	mottager till kemisk tvättning och rengöring efter fru Anderséns berömda method handskar , herr , dam- och barnkläder , alla slags hattar och mössor , herrhalsdukar , broderier , pelsverk , brysselmattor , plymer , spetsar , hand , sorgereps m . m . till de billigaste priser . 	2	2	kemisk
motta till kemisk tvättning och rengöring efter fru anderséns $ $ d handske $ herr $ dam och barnkläder $ all slaga hatt och mössa $ herrhalsduk $ broderi $ pelsverk $ brysselmatta $ plym $ spets $ band $ sorgereps m $ m $ till en billig pris hvit stråhatt bleka och fernissa samt hvit plym tvätta och färga i fin $ ljus färg $	mottager till kemisk tvättning och rengöring efter fru Anderséns berömda-moth ' d handskar , herr , dam- och barnkläder , alla slaga hattar och mössor , herrhalsdukar , broderier , pelsverk , brysselmattor , plymer , spetsar , band , sorgereps m . m . till de billigaste priser Hvita stråhattar blekas och fernissas samt hvita plymer tvättas och färgas i fina , ljusa färger . 	2	2	kemisk
crispal $ frånskilja staearoptmen eller kamferarten i kemisk ren $ $ $ form $ alltså $ såsom hufvudheständsdel och den egentligen verksam ämne $ samt b $ lampliga $ full oskadlig $ fin pulverisera krydda eller örtdelar och växtämne $ afse för att möjliggöra meutolens båda användningssätt $ nemi $	crispal ( frånskilda Staearoptmen eller kamferarten i kemiskt ren ( Mentiion-fri ) form ; alltså krusmynte-kamfer såsom hufvudheständsdel och det egentligen verksamma ämnet , samt b ) lampliga , fullt oskadliga , fint pulveriserade kryddor eller örtdelar och växtämnen , afsedda för att möjliggöra Meutolens båda användningssätt , nemi . 	7	7	kemisk
måste iu grundfel ligga $ ty att densamma i sig själft vara ofelbar och tillfyllestgöra vara absolut obestridlig $ och så bölja man att väga $ syna $ höja sänka $ räkna $ som på en kemisk laboratorium $ tills man omsider med rösturnans tillhjälp få fram en ur betryck rädda och behofven fylla siffertal $	måste iu grundfelet ligga , ty att detsamma i sig själft är ofelbart och tillfyllestgörande är absolut obestridligt , Och så böljar man att väga , syna , höja sänka , räkna ’ som på ett kemiskt laboratorium , tills man omsider med rösturnans tillhjälp får fram de ur betrycket räddande och behofven fyllande siffertalen . 	36	36	kemisk
