sentence_lemma	target_index	cluster	lemma	sentence_token	identifier
so confident she suspect there be something in the lass $	9	0	lass	So confident she suspected there was something in the lassi .	fic_1998_43328.txt-596-9
she take a swig of the lass $ find it cool and tingly $ feel instantly better $	6	0	lass	She took a swig of the lassi , finding it cool and tingly , feeling instantly better .	fic_1998_43328.txt-581-6
the five choice $ all $8 $ include one infuse with lychee $ another mix with mango lass and still another serve up with a lemon wedge $	17	0	lass	The five choices ( all $8 ) include one infused with lychee , another mixed with mango lassi and still another served up with a lemon wedge .	news_2006_623988.txt-62-17
all bell say be $ $ we will start with sliver-leaf salad $ carrot and cashew soup $ and a pitcher of apricot lass $ $	23	0	lass	All Bell said was , " We 'll start with sliver-leaf salad , carrot and cashew soup , and a pitcher of apricot lassi . "	fic_1998_43328.txt-510-23
the waiter pop back up with their pitcher of apricot lass $	10	0	lass	The waiter popped back up with their pitcher of apricot lassi .	fic_1998_43328.txt-535-10
<nul> rod garcia introduce us to the fantasy world of markovy back in the august 2000 issue $ and in the past year he have spin out half a dozen tale of brave knights $ invisible lass $ death-dealing goddesses $ and unusual romance $	36	1	lass	@@12424 Rod Garcia introduced us to the fantasy world of Markovy back in the August 2000 issue , and in the past years he has spun out half a dozen tales of brave knights , invisible lasses , death-dealing goddesses , and unusual romances .	fic_2005_50424.txt-0-36
s h o must seek election in november under califoi nia lass $ a justice 's name appear on the ballot with the question as to whether or not he shall be retain in office he have no opponent $ but if the vote be negative $ the gosernor appoint a successor $	11	1	lass	s h o must seek election in November Under Califoi nia lass , a justice 's name appears on the ballot with the question as to whether or not he shalt be retained in office He has no opponent , but if the vote is negative , the gosernor appoints a successor .	mag_1966_488145.txt-89-11
but $ lass $ a touch of essence here or there will make a strong $ grand man from a shy $ bashful sort $ $	2	1	lass	But , lass , a touch of essence here or there will make a strong , grand man from a shy , bashful sort . "	fic_1972_780109.txt-2279-2
she look more like a beardless lad in a kirtle than a lass overripe for marriage $	12	1	lass	She looked more like a beardless lad in a kirtle than a lass overripe for marriage .	fic_2002_31369.txt-22-12
shame on ye $ lass $ $ rue mutter $ but when her gaze meet megan 's $ there be	4	1	lass	Shame on ye , lass , " Rue muttered , but when her gaze met Megan 's , there was	fic_2005_32787.txt-402-4
$ i be a lass $ $ say young stewart $ $	4	1	lass	" I am a lass , " said young Stewart . "	fic_1999_44468.txt-90-4
just before the conroys leave $ one guest sing a song call $ the lass of aughrim $	14	1	lass	Just before the Conroys leave , one guest sings a song called " The Lass of Aughrim .	mag_1987_494263.txt-44-14
how do you $ $ $ i be no fool $ lass $	11	1	lass	How did you -- " " I 'm no fool , lass .	fic_2009_36692.txt-135-11
but that be the very thing we have go for us $ lass $	12	1	lass	But that 's the very thing we have going for us , lass .	fic_2005_31478.txt-87-12
in three year she play about 40 part $ everything from the salvation army lass in the brecht-weill musical $ happy end $ to a young lover in $ a midsummer night 's dream $ to a decayed ancient in $ the idiot karamazov $ $ a madcap burlesque by two bright and brash young playwright $ albert innaurato and christopher durang $	14	1	lass	In three years she played about 40 parts , everything from the Salvation Army lass in the Brecht-Weill musical " Happy End " to a young lover in " A Midsummer Night 's Dream " to a decayed ancient in " The Idiots Karamazov , " a madcap burlesque by two bright and brash young playwrights , Albert Innaurato and Christopher Durang .	mag_1980_431982.txt-155-14
lass start out as a jockey in darlington $ south carolina in 1915 $ get $ five for ridin ' $ five for winnin ' $ $	0	1	lass	Lasses started out as a jockey in Darlington , South Carolina in 1915 , getting " five for ridin ' , five for winnin ' . "	mag_1971_479219.txt-250-0
house $ a bag of tea $ and one precious quadroon lass $	11	1	lass	house , a bag of tea , and one precious quadroon lass .	fic_2004_13808.txt-742-11
it be a song kin and child of many song $ a mother 's voice rejoice over a bless cradle $ a husbandman 's rough cheer over a day 's work do and well do $ a virgin lass weaving dream of love into the melody that spring unbidden to her lip	38	1	lass	It was a song kin and child of many songs : A mother 's voice rejoicing over a blessed cradle ; a husbandman 's rough cheer over a day 's work done and well done ; a virgin lass weaving dreams of love into the melody that springs unbidden to her lips	fic_2000_38940.txt-758-38
we could make our fortunep120with one of these $ lass $ if we could get it out of here $	9	1	lass	We could make our fortunep120with one of these , lass -- if we could get it out of here .	fic_1986_10746.txt-660-9
he consider himself one of the poor $ but even the boy know that this young man 's parent have pay his education at the law $ whereas the rest $ lad and lass alike $ be in the mill or at the work or on the dock at twelve or fourteen $	33	1	lass	He considered himself one of the poor , but even the boy knew that this young man 's parents had paid his education at the law -- whereas the rest , lad and lass alike , were in the mill or at the works or on the docks at twelve or fourteen .	fic_1980_10663.txt-1172-33
he recall more than one occasion when the two of them have take one lusty lass into the bed fur betwixt them $	15	1	lass	He recalled more than one occasion when the two of them had taken one lusty lass into the bed furs betwixt them .	fic_2004_32368.txt-134-15
when he note the day 's sunshine $ his stricture have end $ but no sooner do he clap eye on sorcha and sidony than he sigh and say $ $ i hope ye mean to be a good wife to ardelve $ lass $ $	43	1	lass	When he noted the day 's sunshine , his strictures had ended , but no sooner did he clap eyes on Sorcha and Sidony than he sighed and said , " I hope ye mean to be a good wife to Ardelve , lass . "	fic_2006_29620.txt-90-43
even as a lass she have never let folk get the better of her $	3	1	lass	Even as a lass she 'd never let folk get the better of her .	fic_2004_30097.txt-143-3
always a chance $ my lad $ in the darkness $ while firework and color fountain play for the queen 's pleasure $ to slip away with some fine country lass and teach her the old of court dance $ to clothe her in green clover and show her a wondrous rocket of my own $ $	30	1	lass	Always a chance , my lad , in the darkness , while fireworks and colored fountains play for the Queen 's pleasure , to slip away with some fine country lass and teach her the oldest of Court dances , to clothe her in green clover and show her a wondrous rocket of my own . "	fic_1971_10541.txt-2230-30
