sentence_lemma	target_index	cluster	lemma	sentence_token	identifier
they attend polo match $ reception $ ball $ and give a number of their own $ and the only time she slow down at all be in 1924 $ when she again find out she be pregnant $	7	0	ball	They attended polo matches , receptions , balls , and gave a number of their own , and the only time she slowed down at all was in 1924 , when she again found out she was pregnant .	fic_1988_10771.txt-8526-7
later $ carter will go to the white house to review the inaugural parade $ then enter the white house as its occupant for the first time before head for the seven inaugural ball	33	0	ball	Later , Carter will go to the White House to review the inaugural parade , then enter the White House as its occupant for the first time before heading for the seven inaugural balls	news_1977_732915.txt-20-33
by the way $ gail why do n't you ask if we can have the hunt ball here in the charnel $	16	0	ball	By the way , Gail why do n't you ask if we can have the hunt ball here in the Charnel .	fic_1971_10537.txt-7046-16
who teach child aged four to eight $ suggest $ shrink $ some element of the game to help reduce frustration $ try use only half the court $ string up a rope $ net $ to about the height of your child 's waist $ and reduce tennis ball bounce by deflate the ball slightly $ or check sport shop for ball design with kid in mind $ $	62	1	ball	who teaches children aged four to eight , suggests " shrinking " some elements of the game to help reduce frustration : Try using only half the court ; string up a rope " net " to about the height of your child 's waist ; and reduce tennis ball bounce by deflating the ball slightly ( or check sports shops for balls designed with kids in mind ) .	mag_1998_404008.txt-53-62
ball and cue be find and a pool tournament be organize $ in which the major $ horne $ bailey $ john $ and nicky be participant $	0	1	ball	Balls and cues were found and a pool tournament was organized , in which the Major , Horne , Bailey , John , and Nicky were participants .	fic_1974_10580.txt-7369-0
halftime last game $ coach be pissed i run it on a pass play $ out on the field he say to me ' you get ta think about the team and you get ta ' you know and ' if you run that ball again you be out ' $ and i say to him you get ta let me play $	44	1	ball	Halftime last game , coach is pissed I ran it on a pass play , out on the field he says to me ' you got ta think about the team and you got ta ' you know and ' if you run that ball again you 're out ' , and I said to him you got ta let me play !	fic_2005_780521.txt-284-44
dissolve to $ $ 4 $ 4 interior $ armstead 's bar $ time lapse two ball lay side by side on the table $	16	1	ball	Dissolve to : -- 4 -- 4 Interior : Armstead 's Bar , Time Lapse Two balls lay side by side on the table .	fic_1961_16150.txt-61-16
the game be invent by albion crewman after they find $ not surprisingly $ that ordinary golf ball keep roll off the flight deck $	17	1	ball	The game was invented by Albion crewmen after they found , not surprisingly , that ordinary golf balls kept rolling off the flight deck .	mag_1972_103844.txt-27-17
eddie himself be n't very religious $ he play ball with us at the parade ground on saturdays $ but he be determine not to hurt his mother $ and i guess i could understand why at the time $	9	1	ball	Eddie himself was n't very religious -- he played ball with us at the Parade Grounds on Saturdays -- but he was determined not to hurt his mother , and I guess I could understand why at the time .	fic_1969_10520.txt-1352-9
dowis $ who hail from ty cobb 's hometown of royston $ <nul> $ be quick-footed and quick-witted $ able to flip the ball to a trail halfback at the last split second $	23	1	ball	Dowis , who hails from Ty Cobb 's hometown of Royston , Ga. , is quick-footed and quick-witted , able to flip the ball to a trailing halfback at the last split second .	mag_1988_90553.txt-39-23
