sentence_lemma	target_index	cluster	lemma	sentence_token	identifier
angewachsen Reiseverkehr $ insbesondere d Reiseverkehr von Ddr-Bürger unterhalb d Rentenalter $ nicht eine Eintagsfliege sein $ sondern durch d jetzt vorliegend Verordnung eine stabil Grundlage für d Zukunft erhalten haben $	14	0	Eintagsfliege	angewachsene Reiseverkehr , insbesondere der Reiseverkehr von DDR-Bürgern unterhalb des Rentenalters , nicht eine Eintagsfliege sei , sondern durch die jetzt vorliegende Verordnung eine stabile Grundlage für die Zukunft erhalten habe .	26120215_1989_02_01_01_129.tcf.xml-30-14
eine gut geschreiben Buch $ die keine Eintagsfliege bleiben $ denn inzwischen veröffentlichen Alan Silntoe weit 13 Buch $ von die bei wir $ d Einsamkeit d Langstreckenläufer $ bekennen sein $	7	0	Eintagsfliege	Ein gut geschriebenes Buch , das keine Eintagsfliege blieb , denn inzwischen veröffentlichte Alan Silntoe weitere 13 Bücher , von denen bei uns .. Die Einsamkeit des Langstreckenläufers " bekannt ist .	26120215_1973_03_30_01_250.tcf.xml-7-7
$ die bieten wir gleichzeitig d Gewähr $ daß d angestrebt Bestwert keine $ Eintagsfliege $ bleiben Und' d alt Viertel Berlin zur 750-Jahr-Feier in neu Glanz erstrahlen $ $ sagen Reiner Rittel $ Jugendbrigadier eine Maurerbrigade $	14	0	Eintagsfliege	„ Das bietet uns gleichzeitig die Gewähr , daß die angestrebten Bestwerte keine . Eintagsfliegen ' bleiben und' das älteste Viertel Berlins zur 750-Jahr-Feier in neuem Glanz erstrahlt " , sagte Reiner Rittel , Jugendbrigadier einer Maurerbrigade .	2532889X_1986-07-14_01_008.tcf.xml-10-14
die sein eine erfreulich Zeichen dafür $ daß in alle Kreis und Bezirk unsere Republik d Schießsportnachwuchs gut anleiten werden und d Rekordleistung bei d 1. deutsch kinder- und Jugendspartakiade keine Eintagsfliege sein sein $	31	0	Eintagsfliege	Das ist ein erfreuliches Zeichen dafür , daß in allen Kreisen und Bezirken unserer Republik der Schießsportnachwuchs gut angeleitet wird und die Rekordleistungen bei der 1. Deutschen Kinder- und Jugendspartakiade keine Eintagsfliegen gewesen sind .	2532889X_1966-10-10_01_070.tcf.xml-4-31
$ ich finden $ solch Veranstaltung sollen keine Eintagsfliege bleiben $ $ sagen wir d 32-Jahrig Rollstuhlfahrer Jörg Stephan $	8	0	Eintagsfliege	» Ich finde , solche Veranstaltungen sollten keine Eintagsfliege bleiben " , sagte uns der 32jährige Rollstuhlfahrer Jörg Stephan .	26120215_1989_09_07_01_195.tcf.xml-10-8
eine Eintagsfliege $ lpg- Vorsitzende Manfred Gromeier verneinen und erklären $ daß es d Altmarker nicht darum gehen $ mal eine Rekordertrag einfahren $	1	0	Eintagsfliege	Eine Eintagsfliege ? LPG- Vorsitzender Manfred Gromeier verneint und erklärt , daß es den Altmärkern nicht darum ging , mal einen Rekordertrag einzufahren .	2532889X_1989-05-22_01_045.tcf.xml-12-1
daß diese Ergebnis keine $ Eintagsfliege $ bleiben werden $	5	0	Eintagsfliege	daß dieses Ergebnis keine „ Eintagsfliege " bleiben wird .	2532889X_1984-08-25_01_060.tcf.xml-21-5
d $ Laager Quartett $ sollen $ was d Aufführung anbelangen $ keine Eintagsfliege sein $	13	0	Eintagsfliege	Das „ Laager Quartett " soll , was die Aufführung anbelangt , keine Eintagsfliege sein .	2532889X_1970-04-05_01_285.tcf.xml-43-13
$ Polizei und Polizeihelfer sollen diese unbelehrbar Eintagsfliege namhaft $ machen und zum $	7	0	Eintagsfliege	• Polizei und Polizeihelfer sollten diese unbelehrbaren Eintagsfliegen namhaft . machen und zum .	2532889X_1963-03-12_01_145.tcf.xml-25-7
im Lauf seine $ Leben haben er so viel Eintagsfliege sehen $ so viel getäuscht Erwartung $ daß er heute nur noch nachprüfbar Leistung gelten lassen	9	0	Eintagsfliege	Im Laufe seine « Lebens habe er so viel Eintagsfliegen gesehen , so viel getäuschte Erwartungen , daß er heute nur noch nachprüfbare Leistungen gelten lasse	26120215_1976_08_04_01_101.tcf.xml-70-9
