sentence_lemma	sentence_token	index_lemma	index_token	lemma
angewachsen Reiseverkehr $ insbesondere d Reiseverkehr von Ddr-Bürger unterhalb d Rentenalter $ nicht eine Eintagsfliege sein $ sondern durch d jetzt vorliegend Verordnung eine stabil Grundlage für d Zukunft erhalten haben $	angewachsene Reiseverkehr , insbesondere der Reiseverkehr von DDR-Bürgern unterhalb des Rentenalters , nicht eine Eintagsfliege sei , sondern durch die jetzt vorliegende Verordnung eine stabile Grundlage für die Zukunft erhalten habe .	14	14	Eintagsfliege
eine gut geschreiben Buch $ die keine Eintagsfliege bleiben $ denn inzwischen veröffentlichen Alan Silntoe weit 13 Buch $ von die bei wir $ d Einsamkeit d Langstreckenläufer $ bekennen sein $	Ein gut geschriebenes Buch , das keine Eintagsfliege blieb , denn inzwischen veröffentlichte Alan Silntoe weitere 13 Bücher , von denen bei uns .. Die Einsamkeit des Langstreckenläufers " bekannt ist .	7	7	Eintagsfliege
$ die bieten wir gleichzeitig d Gewähr $ daß d angestrebt Bestwert keine $ Eintagsfliege $ bleiben Und' d alt Viertel Berlin zur 750-Jahr-Feier in neu Glanz erstrahlen $ $ sagen Reiner Rittel $ Jugendbrigadier eine Maurerbrigade $	„ Das bietet uns gleichzeitig die Gewähr , daß die angestrebten Bestwerte keine . Eintagsfliegen ' bleiben und' das älteste Viertel Berlins zur 750-Jahr-Feier in neuem Glanz erstrahlt " , sagte Reiner Rittel , Jugendbrigadier einer Maurerbrigade .	14	14	Eintagsfliege
die sein eine erfreulich Zeichen dafür $ daß in alle Kreis und Bezirk unsere Republik d Schießsportnachwuchs gut anleiten werden und d Rekordleistung bei d 1. deutsch kinder- und Jugendspartakiade keine Eintagsfliege sein sein $	Das ist ein erfreuliches Zeichen dafür , daß in allen Kreisen und Bezirken unserer Republik der Schießsportnachwuchs gut angeleitet wird und die Rekordleistungen bei der 1. Deutschen Kinder- und Jugendspartakiade keine Eintagsfliegen gewesen sind .	31	31	Eintagsfliege
$ ich finden $ solch Veranstaltung sollen keine Eintagsfliege bleiben $ $ sagen wir d 32-Jahrig Rollstuhlfahrer Jörg Stephan $	» Ich finde , solche Veranstaltungen sollten keine Eintagsfliege bleiben " , sagte uns der 32jährige Rollstuhlfahrer Jörg Stephan .	8	8	Eintagsfliege
eine Eintagsfliege $ lpg- Vorsitzende Manfred Gromeier verneinen und erklären $ daß es d Altmarker nicht darum gehen $ mal eine Rekordertrag einfahren $	Eine Eintagsfliege ? LPG- Vorsitzender Manfred Gromeier verneint und erklärt , daß es den Altmärkern nicht darum ging , mal einen Rekordertrag einzufahren .	1	1	Eintagsfliege
daß diese Ergebnis keine $ Eintagsfliege $ bleiben werden $	daß dieses Ergebnis keine „ Eintagsfliege " bleiben wird .	5	5	Eintagsfliege
d $ Laager Quartett $ sollen $ was d Aufführung anbelangen $ keine Eintagsfliege sein $	Das „ Laager Quartett " soll , was die Aufführung anbelangt , keine Eintagsfliege sein .	13	13	Eintagsfliege
$ Polizei und Polizeihelfer sollen diese unbelehrbar Eintagsfliege namhaft $ machen und zum $	• Polizei und Polizeihelfer sollten diese unbelehrbaren Eintagsfliegen namhaft . machen und zum .	7	7	Eintagsfliege
im Lauf seine $ Leben haben er so viel Eintagsfliege sehen $ so viel getäuscht Erwartung $ daß er heute nur noch nachprüfbar Leistung gelten lassen	Im Laufe seine « Lebens habe er so viel Eintagsfliegen gesehen , so viel getäuschte Erwartungen , daß er heute nur noch nachprüfbare Leistungen gelten lasse	9	9	Eintagsfliege
d Spitzenreiter d fußball- Ligastaffel b beweisen $ daß sein 4:0 gegen Fürstenwalde keine Eintagsfliege sein $	Der Spitzenreiter der Fußball- Ligastaffel B bewies , daß sein 4:0 gegen Fürstenwalde keine Eintagsfliege war .	14	14	Eintagsfliege
hier zeigen sich deutlich $ daß d Forderung nach mehr Konsumgut auch aus fremd Branche keine Eintagsfliege sein dürfen $ sondern eine langfristig Orientierung verlangen $	Hier zeigt sich deutlich , daß die Forderung nach mehr Konsumgütern auch aus fremden Branchen keine Eintagsfliege sein darf , sondern eine langfristige Orientierung verlangt .	16	16	Eintagsfliege
d Erfurter reisten gen Zwikkau $ um zu beweisen $ daß $ Sieg und gut Spiel gegen Brandenburg keine Eintagsfliege sein $ Jürgen Heun $ $	Die Erfurter reisten gen Zwikkau , um zu beweisen , daß „ Sieg und gutes Spiel gegen Brandenburg keine Eintagsfliegen waren ( Jürgen Heun ) .	19	19	Eintagsfliege
$ diese Kontakt mit d Ziltendorfer Sportler werden keine Eintagsfliege bleiben $	„ Diese Kontakte mit den Ziltendorfer Sportlern werden keine Eintagsfliege bleiben .	9	9	Eintagsfliege
diese Lauftreff sollen weder für wir noch für d Teilnehmer eine Eintagsfliege bleiben $	Dieser Lauftreff soll weder für uns noch für die Teilnehmer eine Eintagsfliege bleiben .	11	11	Eintagsfliege
von d zahlreich in d Gegenwart spielend Lustspiel d Jahr 1955/56 sein d meiste Streifen nicht viel mehr als Eintagsfliege $	Von den zahlreichen in der Gegenwart spielenden Lustspielen der Jahre 1955/56 waren die meisten Streifen nicht viel mehr als Eintagsfliegen .	19	19	Eintagsfliege
$ d klein Friedensfahrt sollen keine $ Eintagsfliege $ sein $ deshalb führen wir heute ab 17 Uhr in Köpenick vom S-Bahnhef Friedrichshagen eine Mannschaftszeitfahren für Köpenicker Schule durch $ $	„ Die Kleine Friedensfahrt soll keine . Eintagsfliege ' sein , deshalb führen wir heute ab 17 Uhr in Köpenick vom S-Bahnhef Friedrichshagen ein Mannschaftszeitfahren für Köpenicker Schulen durch " .	7	7	Eintagsfliege
$ und doch halten viel d Olympiasieg für eine Eintagsfliege $ $ meinen Andrei spät $ $ diese Leute $ so nehmen ich ich	„ Und doch hielten viele den Olympiasieg für eine Eintagsfliege " , meint Andrei später , „ diese Leute , so nahm ich mir	9	9	Eintagsfliege
d Erfahrungsaustausch müssen $ so heben sie hervor $ ausbauen werden $ und gut Beispiel dürfen keine $ Eintagsfliege $ bleiben $	Der Erfahrungsaustausch muß . so hob sie hervor , ausgebaut werden , und gute Beispiele dürfen keine .. Eintagsfliege " bleiben .	18	18	Eintagsfliege
damit diese Beispiel für D>e zwei Schule keine Eintagsfliege bleiben $ werden am 30. 10. im Wahlkreis eine Ausspracheabend mit Angehörige d Intelligenz aus d Wohnbereich durchführen $	Damit diese Beispiele für d>e zwei Schulen keine Eintagsfliege bleiben , wird am 30. 10. im Wahlkreis ein Ausspracheabend mit Angehörigen der Intelligenz aus dem Wohnbereich durchgeführt .	8	8	Eintagsfliege
und über diese "s $ einmalig $ sein Bärchen stolpern es mögen nicht $ daß diese Schuttabfuhrdienst eine $ Eintagsfliege $ sein $	Und über dies "S „ einmalig " ist Bärchen gestolpert Es möchte nicht , daß dieser Schuttabfuhrdienst eine „ Eintagsfliege " ist .	19	19	Eintagsfliege
$ Cama $ sein keine Eintagsfliege $ lieben Frau Schaffland $ sie werden nach wie vor in d Kaufhalle anbieten $	„ Cama " ist keine Eintagsfliege , liebe Frau Schaffland , sie wird nach wie vor in den Kaufhallen angeboten .	5	5	Eintagsfliege
mit diese Einsatz $ die keine Eintagsfliege sein sollen $ $ schon im letzte Jahr werden über d Fleiß diese Hausgemeinschaft berichten können eine Teil d Vertrag $ die d Hausgemeinschaftsleitung mit d Gartenamt abschließen haben $ sehr gut realisieren werden $	Mit diesem Einsatz , der keine Eintagsfliege sein soll . — schon im letzten Jahr wurde über den Fleiß dieser Hausgemeinschaft berichtet konnte ein Teil des Vertrages , den die Hausgemeinschaftsleitung mit dem Gartenamt abgeschlossen hat , sehr gut realisiert werden .	6	6	Eintagsfliege
als d DDR $ Ruderer bei d ii. Weltmeisterschaft 1966 im Iugoslawischen Bled mit drei von sieben möglich Mannertitel in beide Riemenvierer und im Zweier ohne Steuermann d Fachwelt überraschen $ glauben nicht wenige unter d Experte an eine Eintagsfliege $	Als die DDR - Ruderer bei den II. Weltmeisterschaften 1966 im iugoslawischen Bled mit drei von sieben möglichen Männertiteln in beiden Riemenvierern und im Zweier ohne Steuermann die Fachwelt überraschten , glaubten nicht wenige unter den Experten an eine Eintagsfliege .	39	39	Eintagsfliege
Zusammenkunft $ wie wir sie eingangs erwähnt $ sein längst keine Eintagsfliege mehr $	Zusammenkünfte , wie wir sie eingangs erwähnten , sind längst keine Eintagsfliegen mehr .	11	11	Eintagsfliege
solch Beispiel müssen schnell verallgemeinern werden $ d erreicht Leistung dürfen keine Eintagsfliege bleiben $ sondern müssen Dauerleistung werden $	Solche Beispiele müssen schnell verallgemeinert werden : die erreichten Leistungen dürfen keine Eintagsfliegen bleiben , sondern müssen Dauerleistungen werden .	12	12	Eintagsfliege
d wismut- Mannschaft beweisen mit Rem 4:0- Erfolg über d ab ehrestark Chemie-Elf aus Leipzig $ SS ihr 5:1- Triumph an d alt Försterei keine Eintagsfliege sein $	Die Wismut- Mannschaft bewies mit rem 4:0- Erfolg über die ab ehrstarke Chemie-Elf aus Leipzig , ß Ihr 5:1- Triumph an der Alten Försterei keine Eintagsfliege war .	25	25	Eintagsfliege
es bleiben aber auch zu hoffen und zu wünschen $ daß d Volksfest im Treptower Park am 26. Juli ebenfalls keine Eintagsfliege $ bleiben $	Es bleibt aber auch zu hoffen und zu wünschen , daß das Volksfest im Treptower Park am 26. Juli ebenfalls keine Eintagsfliege . bleibt .	21	21	Eintagsfliege
ich können jedenfalls beweisen $ daß ich 1976 in Montreal keine $ Eintagsfliege sein $	Ich konnte jedenfalls beweisen , daß ich 1976 in Montreal keine „ Eintagsfliege war .	12	12	Eintagsfliege
ob es nur eine Eintagsfliege sein oder ob ich und ander Kollegen d gleich wieder schaffen können $	Ob es nur eine Eintagsfliege ist oder ob ich und andere KoLlegen das gleiche wieder schaffen können .	4	4	Eintagsfliege
