sentence_lemma	sentence_token	target_index	original_word
Tatsache sein auch $ daß Steuerflucht und d gesetzlich Umgehung von Steuer und Erbschaftssteuer d Ungleichheit zwischen reich und arm aufrechterhalten werden und daß d wirtschaftlich Macht unter d Labour-Plan immer in Hand d Kapitalist bleiben werden $ b2s	Tatsache ist auch , daß Steuerflucht und die gesetzliche Umgehung von Steuern und Erbschaftssteuer die Ungleichheit zwischen reich und arm aufrechterhalten werden und daß die wirtschaftliche Macht unter dem Labour-Plan immer in Händen der Kapitalisten bleiben wird . B2S	20	aufrechterhalten
sie zeigen aber auch d Härte d Auseinandersetzung mit jen Kraft $ die d unwürdig Dasein unter d Bedingung d Ausbeutung d Mensch durch d Mensch $ aufrechterhalten und d Gefahr d atomar Untergang über d Volk heraufbeschwören $	Sie zeigten aber auch die Härte der Auseinandersetzung mit jenen Kräften , die das unwürdige Dasein unter den Bedingungen der Ausbeutung des Menschen durch den Menschen . aufrechterhalten und die Gefahr des atomaren Untergangs über die Völker heraufbeschwören .	27	aufrechterhalten
d dfd- Mitglied danken d Sicherheitskräfte dafür $ daß sie durch ihr Handeln d Ordnung aufrechterhalten $	Die DFD- Mitglieder danken den Sicherheitskräften dafür , daß sie durch ihr Handeln die Ordnung aufrechterhalten .	15	aufrechterhalten
aus d Dokument gehen hervor $ daß d damalig führend Politiker und Staatsmann Großbritannien $ vor alle d Urheber d Münchener Abkommen $ Neville Chamberlain $ bis zum Überfall Hitlerdeutschland auf Polen alle tun $ um zu Hitler und seine Umgebung freundschaftlich Beziehung aufrechterhalten $	Aus den Dokumenten geht hervor , daß die damaligen führenden Politiker und Staatsmänner Großbritanniens , vor allem der Urheber des Münchener Abkommens , Neville Chamberlain , bis zum Überfall Hitlerdeutschlands auf Polen alles taten , um zu Hitler und seiner Umgebung freundschaftliche Beziehungen aufrechtzuerhalten .	43	aufrechterhalten
von d Entsetzen d Botschafter werden daraufhin offensichtlich auch Oberland selbst Genackt $ so daß er sich außerstande erklären $ seine Zusage zur Teilnahme an eine Fernsehsendung in d geplant Form aufrechterhalten $	Von dem Entsetzen des Botschafters wurde daraufhin offensichtlich auch Oberländer selbst genackt , so daß er sich außerstande erklärte , seine Zusage zur Teilnahme an einer Fernsehsendung in der geplanten Form aufrechtzuerhalten .	31	aufrechterhalten
es kommen jetzt darauf an $ durch d Beseitigung d Mißstand und durch offen Aussprache eine gut Verhältnis zwischen d Staatsorgan und d Werktätige aufrechterhalten $	Es komme jetzt darauf an , durch die Beseitigung der Mißstände und durch offene Aussprachen ein gutes Verhältnis zwischen den Staatsorganen und den Werktätigen aufrechtzuerhalten .	24	aufrechterhalten
von hier aus scheinen es notwendig $ während d ganz Raumflug etwa durch wechselseitig funk- und Fernsehübertragung eine ständig Kontakt mit d Pilot aufrechterhalten $ um er d Gefühl d passiv Ausgeliefertsein $ d Vereinsamung und Isolierung zu nehmen $	Von hier aus scheint es notwendig , während des ganzen Raumfluges etwa durch wechselseitige Funk- und Fernsehübertragung einen ständigen Kontakt mit dem Piloten aufrechtzuerhalten , um ihm das Gefühl des passiven Ausgeliefertseins , der Vereinsamung und Isolierung zu nehmen .	23	aufrechterhalten
$ d sowjet- $ d Union haben alle unternehmen und werden auch weiterhin alle tun $ um d Freundschaft mit d chinesisch Volk aufrechterhalten und d Beziehung zwischen beide Land zu normalisieren $ $	„ Die Sowjet- „ Die union hat alles unternommen und wird auch weiterhin alles tun , um die Freundschaft mit dem chinesischen Volk aufrechtzuerhalten und die Beziehungen zwischen beiden Ländern zu normalisieren . "	23	aufrechterhalten
mit diese Manöver hoffen er offensichtlich auch d wachsend sozialistisch-kommunistisch Einheitsbewegung zur Beendigung d Krieg in algeerlen abbremsen und d Spaltung aufrechterhalten $	Mit diesem Manöver hofft er offensichtlich auch die wachsende sozialistisch-kommunistische Einheitsbewegung zur Beendigung des Krieges In Algerlen abzubremsen und die Spaltung aufrechtzuerhalten .	21	aufrechterhalten
d $ Anwesenheit d wir verbündet Truppe $ in d berliner Westensektor müssen unbedingt aufrechterhalten werden $	Die „ Anwesenheit der uns verbündeten Truppen " in den Berliner Westsektoren müsse unbedingt aufrechterhalten werden .	14	aufrechterhalten
d Westmächte trauen d bonner Regierung nicht zu $ ihr Regime aufrechterhalten zu können $ wenn d Besatzunßsmächte nicht bleiben $	Die Westmächte trauen der Bonner Regierung nicht zu , ihr Regime aufrechterhalten zu können , wenn die Besatzunßsmächte nicht bleiben .	11	aufrechterhalten
Charlamow werden um Präzlsierung d Wort $ Kontakt aufrechterhalten $ im letzte Satz d Kommunique fragen $	Charlamow wurde um Präzlsierung der Wörter „ Kontakte aufrechterhalten " im letzten Satz des Kommuniques gefragt .	8	aufrechterhalten
mit ihr Hilfe werden d Einheit d Arbeiterklasse in d Westensektor Berlin hintertreiben $ ihr Spaltung aufrechterhalten $	Mit ihrer Hilfe wurde die Einheit der Arbeiterklasse in den Westsektoren Berlins hintertrieben , ihre Spaltung aufrechterhalten .	16	aufrechterhalten
werden als $ subversiv Aktion $ von Leute beschimpfen $ die daran interessieren sein $ d Abhängigkeit $ Rückständigkeit und d Elend d lateinamerikanisch Volk aufrechterhalten $	wird als . subversive Aktion ' von Leuten beschimpft , die daran interessiert sind , die Abhängigkeit , Rückständigkeit und das Elend der lateinamerikanischen Völker aufrechtzuerhalten .	25	aufrechterhalten
sie wollen ihr freundschaftlich Beziehung zu Indien $ Bangladesh $ Iran $ Pakistan und d VR China aufrechterhalten und weiterentwickeln	Sie will ihre freundschaftlichen Beziehungen zu Indien , Bangladesh , Iran , Pakistan und der VR China aufrechterhalten und weiterentwickeln	17	aufrechterhalten
$ für wir kommen es jetzt darauf an $ um jede Preis d während d Streik erzielt Einheit aufrechterhalten $	„ Für uns kommt es jetzt darauf an , um jeden Preis die während des Streiks erzielte Einheit aufrechtzuerhalten .	18	aufrechterhalten
d geg $ nwärtlee Brotration in d Blzone können unter keine Umstand bis zur nächst Ernte aufrechterhalten werden $	Die geg « nwärtlee Brotration in der Blzone kann unter keinen Umständen bis zur nächsten Ernte aufrechterhalten werden .	16	aufrechterhalten
wir zweifeln $ daß diese Behauptung unter d neu Gesichtspunkt aufrechterhalten werden können $	Wir zweifeln , daß diese Behauptung unter den neuen Gesichtspunkten aufrechterhalten werden kann .	10	aufrechterhalten
dann oft recht unerwartet $ daß sie d gewohnt Lebensstil nicht selbständig aufrechterhalten können leicht werden dann eine Weg beschriften $ die auf bequem Weise Zusiitzliche Einkünfte versprechen $ d aber auch vor d Jugendrichter oder sogar ins Gefängnis führen können	dann oft recht unerwartet , daß sie den gewohnten Lebensstil nicht selbständig aufrechterhalten können Leicht wird dann ein Weg beschriften , der auf bequeme Weise zusiitzliche Einkünfte verspricht . der aber auch vor den Jugendrichter oder sogar ins Gefängnis führen kann	12	aufrechterhalten
wenn d Brigade d im Wettbewerb erreicht Leistung aufrechterhalten $ so bedeuten diese $ daß d Grobblechfertigung im ii. Halbjahr 1952 um etwa 600000 DM billig sein werden als im Jahr 1951 $	Wenn die Brigaden die im Wettbewerb erreichten Leistungen aufrechterhalten , so bedeutet dies , daß die Grobblechfertigung im II. Halbjahr 1952 um etwa 600000 DM billiger sein wird als im Jahre 1951 .	8	aufrechterhalten
in d Tat $ sein es denn realistisch zu glauben $ daß auf d Dauer eine Zustand aufrechterhalten werden können $ bei die d eine Staat $ die in $ d Ausnutzung d Kernenergie für Kriegszwecke weit vorstürmen sein $ weiterhin Berg von atom- und Wasserstoffbombe auf d Grundlage d bereits von sie durchgeführt Versuch anhäufen $ während d ander d Hand in d Schoß legen und zusehen $ wie sie in ihr militärisch Macht immer weiter hinter d Atommacht zurückbleiben und folglich auch in d Möglichkeit $ ihr Sicherheit zu gewährleisten $	In der Tat — ist es denn realistisch zu glauben , daß auf die Dauer ein Zustand aufrechterhalten werden kann , bei dem die einen Staaten , die in . der Ausnutzung der Kernenergie für Kriegszwecke weit vorgestürmt sind , weiterhin Berge von Atom- und Wasserstoffbomben auf der Grundlage der bereits von ihnen durchgeführten Versuche anhäufen , während die anderen die Hände in den Schoß legen und zusehen , wie sie in ihrer militärischen Macht immer weiter hinter den Atommächten zurückbleiben und folglich auch in der Möglichkeit , ihre Sicherheit zu gewährleisten .	17	aufrechterhalten
$ um d entstehen neu Lage in Europa zu festigen $ müssen $ genauso wie seinerzeit um d Ratifizierung d Vertrag $ heute eine entschieden Kampf um d Einhaltung diese Vertrag und Abkommen führen werden $ nicht zuletzt auch gegen alle Versuch $ d vierseiteig Abkommen über Westberlin zu verfälschen und aushöhlen und d Rest d Frontstadt-Ideologie aufrechterhalten $	— Um die entstandene neue Lage in Europa zu festigen , muß — genauso wie seinerzeit um die Ratifizierung der Verträge — heute ein entschiedener Kampf um die Einhaltung dieser Verträge und Abkommen geführt werden , nicht zuletzt auch gegen alle Versuche , das Vierseitige Abkommen über Westberlin zu verfälschen und auszuhöhlen und die Reste der Frontstadt-Ideologie aufrechtzuerhalten .	57	aufrechterhalten
$ verwenden man hingegen Spule aus supraleitend Material $ die bei Temperatur dicht über d absolut Nullpunkt von minus 273 Grad Celsius keine elektrisch Widerstand mehr aufweisen $ so daß eine einmal induziert Strom beliebig lange fließen $ dann lassen sich sehr stark Magnetfeld praktisch ohne hoch Energieaufwand erzeugen und aufrechterhalten $	, Verwendet man hingegen Spulen aus supraleitendem Material , das bei Temperaturen dicht über dem absoluten Nullpunkt von minus 273 Grad Celsius keinen elektrischen Widerstand mehr aufweist , so daß ein einmal induzierter Strom beliebig lange fließt , dann lassen sich sehr starke Magnetfelder praktisch ohne hohen Energieaufwand erzeugen und aufrechterhalten .	50	aufrechterhalten
mit d Ambition $ Weltgendarm zu sein $ und d Postulat $ d Herrschaft d Imperialismus im Weltmaßstab vor d Untergang zu retten und sie aufrechterhalten $ stürzen sich d usa- Imperialismus immer tief in d Weg d Aggression in Vietnam und begehen dabei unzählig Verbrechen $ die von d fortschrittlich Menschheit auf ewig verurteilen werden $	Mit der Ambition , Weltgendarm zu sein , und dem Postulat , die Herrschaft des Imperialismus im Weltmaßstab vor dem Untergang zu retten und sie aufrechtzuerhalten , stürzte sich der USA- Imperialismus immer tiefer in den Weg der Aggression in Vietnam und beging dabei unzählige Verbrechen , die von der fortschrittlichen Menschheit auf ewig verurteilt werden .	25	aufrechterhalten
d absolut Mehrheit $ die sie im alt Parlament noch innehaben $ können sie in d neu Nationalversammlung nur mit Hilfe verbündet Partei $ aufrechterhalten $	Die absolute Mehrheit , die sie im alten Parlament noch innehatte , kann sie in der neuen Nationalversammlung nur mit Hilfe verbündeter Parteien . aufrechterhalten .	24	aufrechterhalten
nach Auffaßung d Verwaltung für Wirtschaft in Frankfurt und d deutsch Wirtschaftskommission müssen d Handel zwischen d Westenzone und d sowjetisch Besatzungszone im Interesse d deutsch Wirtschaft aufrechterhalten und weiterentwickeln werden $	Nach Auffassung der Verwaltung für Wirtschaft in Frankfurt und der Deutschen Wirtschaftskommission muß der Handel zwischen den Westzonen und der sowjetischen Besatzungszone im Interesse der deutschen Wirtschaft aufrechterhalten und weiterentwickelt werden .	27	aufrechterhalten
d Rotarmist $ die ebenfalls Komsomolze sein $ fallen es immer schwer $ d Ordnung aufrechterhalten $	Den Rotarmisten , die ebenfalls Komsomolzen waren , fiel es immer schwerer , die Ordnung aufrechtzuerhalten .	15	aufrechterhalten
jetzt $ da Äthiopien d Aggression eine Ende setzen und sein Territorium säubern haben $ versuchen d imperialistisch Macht $ d Spannung in diese Raum aufrechterhalten und auf diese Weise d Prozeß d Normalisierung d Beziehung am Hörn von Afrika zu erschwern $	Jetzt , da Äthiopien der Aggression ein Ende gesetzt und sein Territorium gesäubert hat , versuchen die imperialistischen Mächte , die Spannung in diesem Raum aufrechtzuerhalten und auf diese Weise den Prozeß der Normalisierung der Beziehungen am Hörn von Afrika zu erschweren .	25	aufrechterhalten
auf Anfrage teilen Ministerpräsident Manfred Stolpe mit $ daß er aufgrund d Einigungsvertrag davon ausgehen daß d Stützung für fest Brennstoff für diese Heizperiode aufrechterhalten werden $	Auf Anfragen teilt Ministerpräsident Manfred Stolpe mit . daß er aufgrund des Einigungsvertrages davon ausgeht daß die Stützungen für feste Brennstoffe für diese Heizperiode aufrechterhalten werden .	24	aufrechterhalten
d Usa sehen sich nicht mehr imstande $ eine Resolution zugunsten d Aggressor aufrechterhalten $ da sie allgemein Ablehnung verfallen sein	Die USA sahen sich nicht mehr imstande , eine Resolution zugunsten des Aggressors aufrechtzuerhalten , da sie allgemeiner Ablehnung verfallen wäre	13	aufrechterhalten
d imperialistisch Ambition d amerikanisch Ruhrinteressent widersprechen d französisch Sicherheitsstrebe und bringen d nur noch mühsam aufrechterhalten Soralisierungsfassade d Labour-Minister zum Einsturz $	Die Imperialistischen Ambitionen der amerikanischen Ruhrinteressenten widersprechen dem französischen Sicherheitsstreben und bringen die nur noch mühsam aufrechterhaltene Soralisierungsfassade der Labour-Minister zum Einsturz .	16	aufrechterhalten
es werden damit seine Stellung auf Dorn Oelweltmarkt $ vor alle in Erdnußöl $ aufrechterhalten $	Es würde damit seine Stellung auf dorn Oelweltmarkt , vor allem in Erdnußöl , aufrechterhalten .	14	aufrechterhalten
Stumm-Pnlizei versuchen d Ordnung in d heftig drängend Menschenmenge aufrechterhalten $	Stumm-Pnlizei versuchte die Ordnung in der heftig drängenden Menschenmenge aufrechtzuerhalten .	9	aufrechterhalten
d Fürsorgerin $ d Standig d Verbindung zu ihr $ Schützling aufrechterhalten $ haben die bald herausfinden $ und sie suchen nach eine neu Weg $	Die Fürsorgerin , die standig die Verbindung zu ihrem „ Schützling aufrechterhielt , hatte das bald herausgefunden , und sie suchte nach einem neuen Weg .	11	aufrechterhalten
d d königlich Reise an Jehte in d reaktionär Presse eine alt Gedanke wieder auf $ nämlich d Idee eine belgisch-kongolesisch Gemeinschaft $ die d dynastisch Verbindung mit Belgien aufrechterhalten werden $	den der königlichen Reise an Jehte In der reaktionären Presse ein alter Gedanke wieder auf , nämlich die Idee einer belgisch-kongolesischen Gemeinschaft , die die dynastischen Verbindungen mit Belgien aufrechterhalten würde .	29	aufrechterhalten
außerdem werden d Haftbefehl gegen d zu Unrecht d Landfriedensbruch Beschuldigte aufrechterhalten $	Außerdem wird der Haftbefehl gegen den zu Unrecht des Landfriedensbruchs Beschuldigten aufrechterhalten .	11	aufrechterhalten
zu erörtern $ so bedeuten die $ daß sie d gegenwärtig Spannung in Europa nicht beseitigen $ sondern sie weiterhin im Interesse ihr aggressiv Ziel aufrechterhalten wollen $	zu erörtern , so bedeutet das , daß sie die gegenwärtige Spannung in Europa nicht beseitigen , sondern sie weiterhin im Interesse ihrer aggressiven Ziele aufrechterhalten wollen .	25	aufrechterhalten
trotz alle Einschränkung bleiben d Belieferung von Milch und Reis aufrechterhalten $	Trotz aller Einschränkungen bleibt die Belieferung von Milch und Reis aufrechterhalten .	10	aufrechterhalten
erstens $ England erkennen d Souveränität Aegyptens über d Sudan grundsätzlich an $ aber d bisherig Verwaltung werden $ im Interesse d sudanesisch Volk aufrechterhalten $ $ bis d Sudanese durch Volksabstimmung sich über d von sie gewünscht Reglerungsfonn aussprechen $	Erstens : England erkennt die Souveränität Aegyptens über den Sudan grundsätzlich an . aber die bisherige Verwaltung wird „ im Interesse des sudanesischen Volkes aufrechterhalten " , bis die Sudanesen durch Volksabstimmung sich über die von Ihnen gewünschte Reglerungsfonn aussprechen .	24	aufrechterhalten
auch künftig sollen Kontakt in praktisch Frage d grenzebeziehen Seeverkehr im Bereich d Lübecker und Mecklenburger Bucht aufrechterhalten werden $	Auch künftig sollen Kontakte in praktischen Fragen des grenzbezogenen Seeverkehrs im Bereich der Lübecker und Mecklenburger Bucht aufrechterhalten werden .	17	aufrechterhalten
ihr Regierungschef Welensky $ vom Rassenhochmut erfüllen $ wollen mit alle Mittel d Vorherrschaft d 70000 Weiße aufrechterhalten $ damit sie d Land weiterhin ausbeuten können $	Ihr Regierungschef Welensky , vom Rassenhochmut erfüllt , will mit allen Mitteln die Vorherrschaft der 70000 Weißen aufrechterhalten , damit sie das Land weiterhin ausbeuten können .	17	aufrechterhalten
rein äußerlich werden d familiär Beziehung durch d Maternfahrer aufrechterhalten $ die in d Abendstunde seine kostbar Fracht in d Seydelstraße bringen $	Rein äußerlich werden die familiären Beziehungen durch den Maternfahrer aufrechterhalten , der in den Abendstunden seine kostbare Fracht in die Seydelstraße bringt .	9	aufrechterhalten
um die für d Frieden unerläßlich militärstrategisch Gleichgewicht $ aufrechterhalten $ müssen d Bündnis d sozialistisch Staat entsprechend Gegenmaßnahme ergreifen $	Um das für den Frieden unerläßliche militärstrategische Gleichgewicht . aufrechtzuerhalten , müßte das Bündnis der sozialistischen Staaten entsprechende Gegenmaßnahmen ergreifen .	9	aufrechterhalten
