sentence_lemma	sentence_token	target_index	original_word
er können Ausleuchtung $ Farbeneutralität und nicht zuletzt auch seine Gesichtsausdruck selbst prüfen und gegebenenfalls korrigieren $	Er kann Ausleuchtung , Farbneutralität und nicht zuletzt auch seinen Gesichtsausdruck selbst prüfen und gegebenenfalls korrigieren .	10	Gesichtsausdruck
an Karl-Heinz Jakobs $ Bildnis Helmut Schürer $ $ eine Arbeiterbildnis $ bewundert Genosse Ulbricht $ wie es d Künstler gelingen sein $ d Gesichtsausdruck und eine Moment d Handbewegung so zusammenstimmen zu malen $ daß eine stark Eindruck von d Begegnung mit eine schöpferisch Mensch beim Besucher haften bleiben $	An Karl-Heinz Jakobs « Bildnis Helmut Schürer " , einem Arbeiterbildnis , bewunderte Genosse Ulbricht , wie es dem Künstler gelungen ist , den Gesichtsausdruck und einen Moment der Handbewegung so zusammenstimmend zu malen , daß ein starker Eindruck von der Begegnung mit einem schöpferischen Menschen beim Besucher haften bleibt .	24	Gesichtsausdruck
wie auch im Gesichtsausdruck $ in Mimik und Gestik $	wie auch Im Gesichtsausdruck , in Mimik und Gestik .	3	Gesichtsausdruck
d amerikanisch Restaurator und Physikprofessor John F. Asmus haben in eine Interview für d spanisch Nachrichtenagentur Efe seine Theorie bekräftigen $ daß Leonardo da Vinci seine Mona Lisa nach Fertigstellung verändern haben $ um sie d spät weltberühmt geworden geheimnisvoll Gesichtsausdruck zu verleihen $	Der amerikanische Restaurator und Physikprofessor John F. Asmus hat in einem Interview für die spanische Nachrichtenagentur EFE seine Theorie bekräftigt , daß Leonardo da Vinci seine Mona Lisa nach Fertigstellung verändert habe , um ihr den später weltberühmt gewordenen geheimnisvollen Gesichtsausdruck zu verleihen .	40	Gesichtsausdruck
die wir Freitag von all d hervorragend Lauferin und Isufern vermitteln Bild sein jedenfalls noch eindrucksvoll sein $ haben beispielsweise Italien Wirbelwind Anna Galmarini $ die eine selten gesehen Butterfly-Sprung auf d Eisparkett zaubern $ oder d charmant Holländerin Joan Haanappel oder England im Gesichtsausdruck leider allzu streng Meisterin Diana Peach auch ihr Weltmcisterschaftskur zeigen $	Das uns Freitag von all den hervorragenden Lauferinnen und ISufern vermittelte Bild wäre jedenfalls noch eindrucksvoller gewesen , hatten beispielsweise Italiens Wirbelwind Anna Galmarini , die einen selten gesehenen Butterfly-Sprung auf das Eisparkett zauberte , oder die charmante Holländerin Joan Haanappel oder Englands im Gesichtsausdruck leider allzu strenge Meisterin Diana Peach auch ihre Weltmcisterschaftskur gezeigt .	44	Gesichtsausdruck
d Dame streifen er mit eine Blick $ d Gesichtsausdruck auf Brigitte Bardot quälen $	Die Dame streifte ihn mit einem Blick — den Gesichtsausdruck auf Brigitte Bardot gequält .	9	Gesichtsausdruck
Sicherheit im Auftreten $ rhythmisch Schreiten $ elegant Wendung und d $ richtig $ Gesichtsausdruck $ die sein nur einige Kunst $ die eine Mannequin beherrschen müssen $	Sicherheit im Auftreten , rhythmisches Schreiten , elegante Wendungen und der „ richtige " Gesichtsausdruck — das sind nur einige Künste , die ein Mannequin beherrschen muß .	14	Gesichtsausdruck
wissen sie übrigens $ was- für eine Gesichtsausdruck sie haben $	Wissen Sie übrigens , was- für einen Gesichtsausdruck Sie haben ?	7	Gesichtsausdruck
die werden sie zwar eine langjährig Haft einbringen n doch d Chance lassen $ mit d Leben davonkommen $ im Zimmer d Kommissar stehen Harry Bell mannen $ mit stupid Gesichtsausdruck und eine aufma hung $ die nicht zu er passen $	Das würde ihr zwar eine langjährige Haft einbringe n doch die Chance lassen , mit dem Leben davonzukommen , Im Zimmer des Kommissars stand Harry Bell mann , mit stupidem Gesichtsausdruck und einer Aufma hung , die nicht zu ihm paßte .	30	Gesichtsausdruck
d Großbauer aus d Werk grau Dosit $ $ verbergen Getreide $ $ die d Ablieferung nicht nachkommen $ sein in erst Linie nicht am Umfang seine Bauch $ sondern im Gesichtsausdruck $ in seine Geste und Haltung zu erkennen $ werden als moralisch $ nicht als physisch Typ zeichnen $	Den Großbauern aus dem Werk Grau dosit " ( Verborgenes Getreide ) , der der Ablieferung nicht nachkommt , war in erster Linie nicht am Umfang seines Bauches , sondern Im Gesichtsausdruck , in seiner Geste und Haltung zu erkennen , wurde als moralischer , nicht als physischer Typ gezeichnet .	31	Gesichtsausdruck
