sentence_lemma	sentence_token	target_index	original_word
wenn alle mit Erde und Rasenstück abdecken und anzünden sein $ verkohlt beim Schwelbrand langsam	Wenn alles mit Erde und Rasenstücken abgedeckt und angezündet war , verkohlte beim Schwelbrand langsam	6	abdecken
Winterkopfsalat können in Furche auspflanzen werden $ bei fräsen sein er mit Reisig abdecken $	Winterkopfsalat kann in Furchen ausgepflanzt werden ; bei Fräst ist er mit Reisig abzudecken .	13	abdecken
ihr $ Agerbuchsen sein nach außen durch Lutförmige Rändelmuttern abdecken $ linter die eine Dichtung aus Filz oder Kunststoff liegen $	Ihre . agerbuchsen sind nach außen durch lutförmige Rändelmuttern abgedeckt , linter denen eine Dichtung aus Filz oder Kunststoff liegt .	9	abdecken
früh sein d Suk in seine gesamt Länge mit eine gewölbt Holzdach gegen Sonneneinwirkung abdecken $	Früher war der Suk in seiner gesamten Länge mit einem gewölbten Holzdach gegen Sonneneinwirkung abgedeckt .	14	abdecken
Antrieb $ d Kettenantrieb sein bis zur Hälfte d Umfang d Kettenrad abdecken $ Übersetzung beliebig $	Antrieb : Der Kettenantrieb ist bis zur Hälfte des Umfangs der Kettenräder abzudecken ; Übersetzung beliebig .	12	abdecken
$ unter Wasserbecken $ in Badezimmer $ unter Waschmaschine dürfen Holzfußboden nicht mit plast- oder Gummibelag abdecken sein $	— Unter Wasserbecken , in Badezimmern , unter Waschmaschinen darf Holzfußboden nicht mit Plast- oder Gummibelag abgedeckt sein .	16	abdecken
danach werden d Wunde mit eine keimfrei Mulltupfer abdecken und d entfernt Zahn in vorgewärmt Kochsalzlösung legen $	Danach wird die Wunde mit einem keimfreien Mulltupfer abgedeckt und der entfernte Zahn in vorgewärmte Kochsalzlösung gelegt .	8	abdecken
bei d Limousine befinden sich d Glühlampe d Kennzeichenbeleuchtung im Kofferraum $ und d Lichtaustrittsöffnung sein mit kunststoffgläsern abdecken $	Bei der Limousine befinden sich die Glühlampen der Kennzeichenbeleuchtung im Kofferraum , und die Lichtaustrittsöffnungen sind mit kunststoffgläsern abgedeckt .	18	abdecken
d Krone liegen flach auf d Boden und werden mit Erde und Fichtenreisig abdecken $	Die Krone liegt flach auf dem Boden und wird mit Erde und Fichtenreisig abgedeckt .	13	abdecken
vor d Anbrennen werden d Buchenholzmeiler mit Reisig und Sand abdecken $ Reiner lang sein Mitarbeiter d Köhlerei Lange und Glas $ Blauenthal $ Erzgebirge $ $	Vor dem Anbrennen wird der Buchenholzmeiler mit Reisig und Sand abgedeckt , Reiner Lang ist Mitarbeiter der Köhlerei Lange und Gläser , Blauenthal ( Erzgebirge ) .	10	abdecken
